HHNR,age,dl_car,dl_moto,park_work_car,park_work_moto,park_work_bike,work_home_perc,height,weight,rdist_sum,rdist_sum_Inland,n_stops,n_trips,travel_times,dist_softmodes,dist_car,dist_pt,dist_other,n_work_trips,n_edu_trips,n_shopping_trips,n_business_trips,n_leisure_trips,n_service_trips,job_x_CH1903,job_y_CH1903,hh_x_ch1903,hh_y_ch1903,hh_size,n_cars_hh,n_moto_hh,n_s_moto_hh,n_mopeds_hh,n_bike_hh,n_ebike_s_hh,n_ebike_f_hh,job_location_city,job_location_popsize_500000_plus,job_location_popsize_200000_500000,job_location_popsize_100000_200000,job_location_popsize_50000_100000,job_location_popsize_50000_minus,job_location_popsize_no_agglo,is_bike_avail,is_small_moped_avail,is_moped_avail,is_moto_avail,is_car_avail,work_sched_fully_fixed,work_sched_fixed_daily_blocks,work_sched_fixed_weekly_monthly,work_sched_fully_flex,ptsub_regional,ptsub_parcours,ptsub_other,ptsub_ht,ptsub_track_sev,ptsub_ga_first,ptsub_ga_second,can_walk_alone,single,married,widowed,divorced,registered_partnership,male,self_employed_with_employees,self_employed_without_employees,employed_by_family,employee_management,employee_with_supervision,employee_without_supervision,compulsory_education,secondary_education,tertiary_education,full_time,part_time,swiss,hh_location_city,hh_location_popsize_500000_plus,hh_location_popsize_200000_500000,hh_location_popsize_100000_200000,hh_location_popsize_50000_100000,hh_location_popsize_50000_minus,hh_location_popsize_no_agglo,pt_access_A,pt_access_B,pt_access_C,pt_access_D,single_household,couple_without_children,couple_with_children,single_parent,non_family_household,hh_income_2000_minus,hh_income_2000_4000,hh_income_4000_6000,hh_income_6000_8000,hh_income_8000_10000,hh_income_10000_12000,hh_income_12000_14000,hh_income_14000_16000,hh_income_16000_plus,work_home_crow_dist,car_net_distance,accsib_car,accsib_pt,accsib_mul,work_home_days
246646,35,1,0,0,0,0,10,176,64,1.5,1.5,2,2,70,1.5,0.0,0.0,0.0,0,0,2,0,0,0,683845,247758,687530,244954,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.630511958736313,13.287,1314550.94,1605925.04,1981512.46,1
397920,44,1,1,0,0,0,10,187,120,73.825,73.825,4,2,215,4.0,69.825,0.0,0.0,0,0,0,0,2,0,611609,266378,611419,226683,4,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39.695454714614364,59.537,916390.55,1193984.44,1382189.34,1
457394,51,1,0,0,0,0,50,172,63,30.681,30.681,1,1,30,0.0,30.681,0.0,0.0,0,0,0,0,1,0,690066,283652,689273,282099,2,2,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.743748261647879,6.192,248650.86,253190.87,344688.06,3
380466,53,1,0,0,0,0,90,159,89,13.543,13.543,5,5,55,2.2,11.343,0.0,0.0,0,0,3,0,2,0,635210,242069,635210,242069,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.879,222690.13,203640.12,361311.08,5
186935,42,1,0,1,0,0,10,177,68,126.046356911978,126.046356911978,11,3,409,30.780356911977897,0.0,95.266,0.0,2,0,0,0,1,0,681628,248966,711217,269376,2,2,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35.94547288602558,40.093,1013557.28,1480372.62,1812441.25,1
255301,49,1,1,1,0,0,30,180,72,32.19,32.19,4,4,240,8.0,24.19,0.0,0.0,2,0,0,0,0,2,680900,251996,682724,243398,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.789344685470017,23.359,519453.22,581834.83,935350.57,2
125200,26,1,0,1,0,0,50,163,50,91.913,91.913,2,2,85,0.0,91.913,0.0,0.0,0,0,0,0,2,0,710924,225869,713886,225765,3,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.963825231014811,5.715,172447.13,170674.69,271371.3,3
307249,49,1,1,1,0,0,20,180,72,32.418,32.418,10,10,110,1.6,30.818,0.0,0.0,4,0,0,0,2,4,691368,284445,691368,284445,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.589,167382.99,139161.42,224791.9,1
390494,51,1,0,0,0,0,50,181,70,23.7937666,23.7937666,7,4,188,7.1967666,16.597,0.0,0.0,2,0,0,0,2,0,539269,151838,538195,157059,5,1,0,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.330320534451938,15.25,514923.84,542900.6,710410.6,3
186324,39,1,0,1,0,0,20,164,105,4.94,4.94,6,6,13,0.0,4.94,0.0,0.0,0,0,2,1,0,3,651792,266643,651791,266642,5,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0014142135623730952,1.505,103576.54,60092.69,155854.96,1
157417,40,1,1,1,0,0,15,185,81,30.946,30.946,9,7,45,3.0,14.904000000000002,13.042,0.0,3,2,1,0,0,1,675421,222176,681819,228532,4,1,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.01848878693099,15.873,320155.91,321065.4,476614.53,1
307465,62,1,0,1,0,0,0,178,89,7.694,7.694,3,2,20,0.0,7.694,0.0,0.0,0,0,2,0,0,0,669332,215705,662039,213844,2,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.526697150809245,21.232,228863.02,292875.93,454199.07,0
305867,61,1,1,1,0,0,10,183,110,11.2,11.2,4,4,160,11.2,0.0,0.0,0.0,0,0,2,0,2,0,662002,230933,662002,230933,1,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.69,156822.32,90943.36,199284.63,1
385776,54,1,1,0,0,0,3,183,78,100.373,100.373,5,3,165,1.0,99.373,0.0,0.0,1,0,0,2,0,0,697278,245303,710311,225945,4,2,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23.33647901890943,44.012,357058.05,344245.02,552915.59,1
342351,53,1,0,1,0,0,33,165,74,1.0,1.0,1,1,60,1.0,0.0,0.0,0.0,0,0,0,0,1,0,754400,260186,603993,259290,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,150.4096687882797,140.79,236642.76,231734.56,332639.57,2
410075,65,1,1,1,0,0,20,174,75,13.509,13.509,5,5,48,0.0,13.509,0.0,0.0,0,0,2,0,0,2,670128,216012,670128,216012,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.253,225116.16,202292.33,362189.73,1
372803,44,1,1,1,0,0,85,168,66,17.563,17.563,5,5,174,10.5,7.063,0.0,0.0,0,0,0,0,5,0,729299,268136,729299,268136,3,1,1,0,2,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,2.498,119938.03,68051.19,174686.41,5
354338,30,1,0,1,0,0,30,182,80,32.266,32.266,3,3,45,0.0,32.266,0.0,0.0,3,0,0,0,0,0,547365,162950,543712,163997,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.800081314919458,7.555,96293.73,17655.53,110539.52,2
136417,46,1,0,0,0,0,20,180,62,6.01552275170193,6.01552275170193,7,3,67,2.3215227517019303,0.0,3.694,0.0,2,0,1,0,0,0,666362,211306,666228,213046,3,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.7451521423646708,7.336,576805.25,717017.95,860470.24,1
147040,57,1,1,1,0,1,25,185,85,226.627781829172,213.752970877412,24,3,327,5.05898182917232,0.0,199.6288,9.0651890482399,1,0,2,0,0,0,535047,153417,530721,193828,2,2,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40.64188968293674,60.563,422500.84,467705.84,631407.57,2
236617,43,1,0,1,0,0,10,175,88,4.464,4.464,4,4,17,0.0,4.464,0.0,0.0,4,0,0,0,0,0,615139,255612,615139,255612,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.208,126505.0,58936.34,174244.14,1
401627,51,1,1,0,0,0,10,165,54,23.0,23.0,3,3,120,23.0,0.0,0.0,0.0,2,0,0,0,1,0,665665,259441,666000,252753,2,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.6963847709043725,17.031,310739.28,256454.27,465342.0,1
476767,47,1,1,1,0,0,5,178,75,241.152,241.152,4,4,230,0.0,241.152,0.0,0.0,1,0,0,3,0,0,686421,252171,696239,285093,4,3,1,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,34.354784353856736,48.89,562127.46,692493.81,1008945.14,1
459058,43,1,1,1,0,0,10,188,95,155.819,155.819,2,2,100,0.0,155.819,0.0,0.0,2,0,0,0,0,0,706418,231305,762124,200056,4,2,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,63.872203946630805,55.466,291146.59,301866.12,436736.14,1
123486,45,1,0,1,0,0,15,167,58,4.40922451246148,4.40922451246148,5,5,35,4.40922451246148,0.0,0.0,0.0,0,0,3,0,2,0,609556,226450,609556,226450,4,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.651,175804.77,129599.07,263083.81,1
424794,37,1,1,1,0,0,15,175,80,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,648785,246415,629873,240250,5,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.891479809204746,28.228,296184.1,273380.55,472821.74,1
330432,54,1,0,1,0,0,10,167,55,7.3181164,7.3181164,10,6,102,2.5241164,0.0,4.794,0.0,3,0,0,1,2,0,579037,183879,576926,183086,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.255032150546861,8.808,286505.97,335620.04,442401.02,1
180604,62,1,1,1,0,0,5,178,83,31.283,31.283,2,2,45,0.0,31.283,0.0,0.0,2,0,0,0,0,0,698581,261803,708569,268699,2,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12.137337434544696,15.698,466386.58,513756.75,720254.15,1
332405,40,1,0,1,0,0,0,168,69,12.98,12.98,6,2,67,3.1,0.0,9.88,0.0,0,0,0,0,2,0,608375,267642,615476,264569,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.737411065724762,17.066,376113.21,415643.18,597900.71,0
171535,47,1,1,1,0,0,30,184,77,18.164,18.164,7,7,140,8.0,10.164,0.0,0.0,2,0,1,0,4,0,497436,119208,498662,118088,4,2,0,1,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6605649641010736,6.888,385189.38,555910.95,723396.94,2
464909,30,1,0,0,0,0,5,186,83,2.271325,2.271325,4,4,50,2.271325,0.0,0.0,0.0,0,0,0,0,4,0,611619,266254,610353,266345,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2692663235113426,3.926,886179.25,1202320.04,1427729.84,1
447530,53,1,0,1,0,0,10,155,53,2.1565058999999995,2.1565058999999995,5,5,27,2.1565058999999995,0.0,0.0,0.0,0,0,2,0,3,0,716548,96271,706602,95339,2,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.989571562384445,33.726,285597.02,356816.86,429386.84,1
247199,34,1,1,1,0,0,20,188,80,41.515032700000006,41.515032700000006,12,8,106,3.8100327,37.029,0.6759999999999999,0.0,3,0,2,0,3,0,600437,199606,599672,199077,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9300892430299363,3.874,918743.82,1204199.76,1378867.4,1
362313,47,1,0,1,0,0,10,165,65,36.961,36.961,5,5,50,1.0,35.961,0.0,0.0,3,0,0,0,2,0,688835,232513,695709,229073,3,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.68670774779424,14.528,184178.19,90381.96,261373.24,1
364457,59,1,0,1,0,0,100,152,52,96.164,96.164,5,5,155,0.7,95.464,0.0,0.0,0,0,0,0,5,0,664244,192033,664244,192033,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,14.404,40167.24,2376.11,40455.49,5
332201,57,1,0,1,0,0,15,168,54,225.5010152,225.5010152,21,8,288,5.4570152,14.092,205.952,0.0,0,0,4,0,4,0,602658,202714,614285,211702,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.695961111815723,23.684,454642.96,563229.21,770403.78,1
174313,30,1,0,1,0,0,20,182,67,37.618,37.618,2,2,95,0.0,37.618,0.0,0.0,0,0,0,2,0,0,584907,100659,584907,100659,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,3.819,20423.67,5228.07,24277.63,1
121985,54,1,1,1,0,0,15,186,105,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,681266,249190,710506,267069,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,34.27296662093902,44.129,952959.65,1323071.15,1671292.89,1
213149,56,1,1,1,0,0,20,182,90,77.78699999999999,77.78699999999999,6,6,130,0.0,77.78699999999999,0.0,0.0,2,0,0,0,4,0,624222,234113,626839,226428,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.118368924851838,15.413,132734.03,43156.44,160557.54,1
429192,47,1,1,0,0,0,5,180,63,22.853,22.853,6,4,52,0.5,22.353,0.0,0.0,0,0,1,0,3,0,577107,214960,577107,214960,3,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,2.344,85208.82,70936.37,151629.52,1
432538,60,1,0,1,0,0,5,160,59,2.4,2.4,3,3,64,2.4,0.0,0.0,0.0,0,0,2,0,1,0,719869,115683,719869,115683,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.812,96070.88,114058.93,170331.24,1
328305,38,1,1,1,0,0,10,187,70,3.331163,3.331163,8,8,28,0.8241629999999999,2.507,0.0,0.0,4,0,0,3,0,1,528465,186126,528525,186048,6,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.09840731680114036,0.951,57909.4,47034.26,80300.84,1
116920,40,1,0,0,0,0,10,180,84,61.93899999999999,61.93899999999999,8,3,140,3.0,15.175,43.764,0.0,2,0,0,0,0,1,681312,249337,700426,250617,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19.156810694893867,28.545,1074545.34,1402440.36,1736288.85,1
368473,24,0,0,0,0,0,50,164,64,138.345,138.345,3,3,110,1.2,137.145,0.0,0.0,0,0,0,0,3,0,533446,152504,528705,167981,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16.18686535435444,26.171,295420.22,322948.97,477277.07,3
117043,40,1,1,1,0,0,5,181,84,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,709460,267971,725727,268952,2,3,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.29655331657587,21.664,294198.0,279637.2,408123.4,1
242691,53,1,1,0,0,0,10,183,78,9.356854,9.356854,6,6,77,5.303854,4.053,0.0,0.0,0,0,0,0,4,2,538473,152451,538604,151700,4,1,1,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7623398192407372,2.818,830287.48,992461.64,1126278.73,1
131306,57,1,0,1,0,0,10,167,65,14.343,14.343,5,5,39,0.0,14.343,0.0,0.0,0,0,3,0,2,0,532687,151678,535638,154869,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.346364227719532,13.839,239638.94,237247.47,394531.02,1
347415,60,1,1,1,0,0,0,170,72,25.81030019,25.81030019,10,9,272,1.83230019,23.978,0.0,0.0,4,0,3,0,2,0,622255,259397,613696,260936,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.696263680454956,21.546,329134.44,419621.37,557144.34,0
340147,52,1,1,1,1,0,0,182,80,28.214,28.214,6,2,91,0.6,19.02,8.594,0.0,2,0,0,0,0,0,566884,132347,567835,124078,4,2,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.323506592776868,35.747,47697.84,42176.03,65364.91,0
325077,33,1,0,1,0,0,2,169,60,33.301,33.301,5,5,77,3.5,29.801,0.0,0.0,0,0,5,0,0,0,626432,198813,641355,229473,4,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34.098849379414546,62.525,149986.02,146207.22,205003.39,1
290364,63,1,1,1,0,0,100,187,93,85.725,85.725,4,4,80,0.0,85.725,0.0,0.0,0,0,0,4,0,0,613682,211778,613682,211778,3,2,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.979,241972.52,210965.33,334025.08,5
