HHNR,hhtyp,W_OEV_KLASSE,W_BFS,W_X,W_Y,f20601,hhgr,f30100
606,10,4,6,2654700,1224517,8853,606,8
607,1,4,8,2609782,1167586,-201,607,5
608,3,5,0,2668154,1161964,3931,608,1
609,10,8,7,2683939,1177155,4471,609,7
610,1,5,5,2660901,1230406,2253,610,7
611,1,8,6,2619027,1245134,8114,611,3
612,2,5,8,2634568,1154714,5262,612,8
613,2,6,5,2661498,1193082,7477,613,7
614,1,8,6,2644731,1216057,9136,614,8
615,10,3,0,2675738,1245046,3849,615,9
616,10,8,4,2642611,1160061,9603,616,8
617,3,6,2,2648632,1192192,3571,617,1
618,1,8,0,2673744,1229459,2366,618,9
619,1,8,1,2664951,1154268,623,619,8
620,3,2,1,2653553,1199390,2868,620,5
621,1,2,5,2648559,1198874,687,621,5
622,10,0,4,2644123,1212620,3442,622,7
623,3,1,0,2697133,1200314,3561,623,0
624,3,9,8,2610430,1162107,5040,624,9
625,10,3,1,2677922,1200599,1392,625,0
626,3,0,3,2606581,1162255,1987,626,8
627,2,5,7,2661252,1248242,5979,627,4
628,1,5,2,2603506,1219491,5606,628,2
629,3,4,6,2616873,1197609,1984,629,7
630,230,4,7,2670505,1171058,6871,630,8
631,3,5,2,2666589,1186435,4481,631,5
632,3,1,1,2657962,1178656,7352,632,3
633,3,0,2,2698329,1164739,9292,633,9
634,230,6,2,2658137,1197458,7640,634,6
635,2,5,7,2617528,1220035,312,635,8
636,10,2,0,2609163,1217703,8808,636,3
637,2,4,5,2645159,1163162,345,637,5
638,10,3,4,2690112,1197304,5663,638,9
639,1,5,4,2644361,1177248,209,639,3
640,230,3,7,2601754,1228360,9627,640,5
641,230,1,0,2698776,1202468,7679,641,7
642,230,2,3,2652876,1156200,4258,642,2
643,2,8,1,2669299,1184279,5725,643,1
644,230,0,9,2658120,1183408,3794,644,9
645,2,8,2,2682454,1232907,6558,645,5
646,2,4,2,2698550,1211043,6947,646,5
647,2,2,1,2688854,1150769,2721,647,1
648,230,6,6,2660789,1227317,3782,648,8
649,1,9,0,2674225,1248161,2527,649,3
650,10,7,1,2661908,1211048,4777,650,9
651,2,1,5,2612316,1158021,3265,651,0
652,2,4,7,2621361,1211782,4179,652,9
653,2,7,4,2656627,1183548,7794,653,2
654,230,3,2,2605073,1215038,7332,654,3
655,2,4,3,2690435,1166295,4519,655,6
656,3,0,7,2694249,1229536,5898,656,8
657,2,3,5,2655817,1248125,-46,657,0
658,10,8,5,2693103,1156423,1538,658,9
659,2,0,2,2610380,1246309,7646,659,5
660,10,4,6,2635252,1206735,5471,660,6
661,230,7,3,2681854,1179587,4521,661,1
662,10,4,9,2661384,1241961,8432,662,1
663,230,0,3,2672038,1245559,4471,663,9
664,1,5,7,2650262,1187932,7292,664,9
665,10,0,2,2653059,1241007,1619,665,2
666,3,8,5,2651032,1242874,1438,666,4
667,10,8,9,2688885,1240477,3130,667,8
668,1,8,8,2610337,1178653,291,668,4
669,1,0,2,2609159,1188534,-754,669,5
670,230,0,7,2668563,1232867,7206,670,4
671,3,5,0,2631557,1168789,8988,671,7
672,230,0,0,2638371,1242553,7485,672,9
673,3,1,4,2671665,1174942,2346,673,3
674,2,3,1,2646255,1226693,4743,674,2
675,230,1,2,2643980,1198995,7964,675,3
676,3,4,0,2644993,1182277,2360,676,9
677,230,4,0,2615624,1157020,2386,677,9
678,1,5,1,2692488,1156745,711,678,4
679,2,0,9,2697601,1232141,8733,679,6
680,3,5,6,2681694,1184437,1729,680,0
681,1,7,2,2668448,1188798,8466,681,8
682,10,1,4,2661062,1172214,2967,682,9
683,3,2,1,2656894,1238667,3316,683,5
684,230,5,0,2612276,1193704,1544,684,5
685,230,3,7,2614340,1238703,9027,685,2
686,1,4,7,2600612,1211871,9424,686,4
687,10,5,2,2643629,1190443,8086,687,2
688,3,9,8,2639132,1244835,9487,688,2
689,230,8,6,2665672,1230774,7226,689,6
690,10,7,0,2650816,1165379,1150,690,1
691,10,0,6,2612546,1200896,8818,691,3
692,2,5,7,2689136,1160341,8569,692,8
693,1,5,0,2696645,1182831,2236,693,5
694,1,0,4,2622328,1215149,4293,694,6
695,10,2,8,2638969,1154988,6863,695,9
696,230,4,0,2638231,1176000,3325,696,3
697,1,7,2,2658268,1157844,6942,697,1
698,2,8,2,2639211,1174999,1445,698,6
699,2,9,8,2615240,1213513,609,699,5
700,3,1,6,2644247,1242975,9187,700,3
701,2,0,7,2683266,1226623,-33,701,2
702,10,5,2,2620958,1208640,1139,702,8
703,2,7,5,2605258,1236640,8448,703,7
704,10,6,5,2635014,1244980,1159,704,5
705,3,3,1,2629368,1178541,896,705,6
706,3,3,9,2664840,1200382,4265,706,4
707,3,1,1,2649944,1219729,7999,707,8
708,10,3,5,2625203,1218010,4512,708,6
709,1,1,7,2668776,1187918,6928,709,4
710,3,6,6,2693026,1220847,5463,710,0
711,1,9,5,2618156,1248890,-39,711,4
712,2,6,8,2679363,1206066,5900,712,1
713,230,4,5,2695074,1189542,2756,713,9
714,1,1,6,2601606,1213691,1550,714,7
715,1,8,4,2627220,1240190,5119,715,8
716,10,2,3,2624820,1235983,1122,716,9
717,1,9,8,2638255,1242268,9395,717,8
718,1,3,2,2634588,1166518,6359,718,8
719,3,3,3,2631283,1168760,7849,719,2
720,3,5,4,2609344,1196596,6037,720,5
721,2,3,9,2698020,1166591,1069,721,9
722,230,3,8,2614834,1172927,4163,722,7
723,3,9,7,2636175,1169140,565,723,7
724,2,7,2,2649489,1199571,3203,724,8
725,1,7,8,2669649,1247010,2336,725,7
726,2,4,9,2637856,1207016,7324,726,7
727,1,0,0,2662398,1179690,5379,727,3
728,3,1,6,2657430,1215340,3529,728,6
729,3,1,8,2624257,1227734,8439,729,0
730,3,5,5,2613830,1194150,9057,730,2
731,2,8,2,2614288,1181228,1742,731,5
732,230,3,7,2683921,1247205,8949,732,2
733,1,9,7,2671974,1190163,754,733,4
734,10,1,2,2613601,1187925,1527,734,2
735,230,5,5,2668525,1232251,-909,735,4
736,1,1,0,2650099,1224482,-410,736,4
737,2,2,6,2682545,1210064,6595,737,2
738,2,5,3,2666974,1247388,78,738,2
739,1,9,6,2644992,1194748,2059,739,4
740,1,0,7,2622308,1228140,7542,740,2
741,10,9,3,2619161,1241601,927,741,5
742,1,6,9,2625495,1242074,4065,742,5
743,2,7,4,2613966,1172886,8207,743,6
744,10,1,8,2632134,1174532,6329,744,3
745,3,8,3,2698534,1153782,8726,745,3
746,1,8,5,2643934,1173622,920,746,7
747,3,1,8,2604139,1203949,7128,747,5
748,1,5,7,2618909,1190923,212,748,1
749,230,6,2,2629749,1207065,3107,749,1
750,10,8,1,2600657,1183923,6061,750,9
751,230,0,5,2658879,1220622,3723,751,2
752,230,0,2,2610691,1152280,-534,752,9
753,230,6,0,2611610,1239119,5840,753,7
754,10,5,4,2689991,1190228,2479,754,6
755,230,3,4,2695036,1246714,8716,755,9
756,2,1,1,2679773,1150168,-475,756,6
757,230,8,7,2647926,1169360,4805,757,3
758,1,7,2,2626978,1195106,-60,758,1
759,230,8,5,2666524,1224753,8612,759,2
760,2,2,5,2651443,1207551,1559,760,3
761,3,3,9,2645885,1222827,3933,761,5
762,3,9,3,2650151,1240642,1865,762,8
763,1,3,8,2618753,1229471,9262,763,8
764,230,3,0,2654124,1201658,7360,764,9
765,3,8,3,2618255,1199100,6213,765,0
766,10,9,2,2601841,1208743,924,766,0
767,2,3,7,2651111,1159725,7703,767,4
768,1,0,7,2605046,1191189,9619,768,7
769,230,3,0,2699563,1174951,2090,769,2
770,230,7,1,2659142,1235286,155,770,1
771,230,6,9,2604906,1223103,8921,771,1
772,230,0,6,2697976,1182211,7733,772,0
773,10,8,6,2642488,1218088,-534,773,2
774,3,4,6,2656321,1243983,503,774,2
775,2,9,4,2633223,1177351,5911,775,3
776,10,6,5,2664279,1166579,9253,776,7
777,10,5,6,2616970,1196105,5096,777,6
778,230,0,0,2697859,1204637,6265,778,3
779,2,8,2,2655526,1192491,7003,779,9
780,1,3,7,2601323,1207505,-506,780,3
781,3,9,3,2694995,1163100,1008,781,2
782,230,1,1,2616771,1188376,5736,782,7
783,230,6,3,2650067,1241356,5999,783,0
784,2,2,7,2665923,1191111,5852,784,9
785,10,7,6,2632330,1204678,9506,785,2
786,3,2,7,2656522,1176112,6162,786,9
787,10,0,0,2626868,1199293,5482,787,7
788,1,4,6,2656829,1234424,8309,788,7
789,1,5,2,2609033,1167422,9792,789,4
790,1,3,0,2611758,1246282,4200,790,4
791,1,6,1,2654482,1226778,8194,791,3
792,1,9,1,2609562,1215357,3864,792,0
793,10,4,0,2677573,1150017,2703,793,9
794,230,1,4,2674777,1163876,26,794,3
795,10,0,4,2642441,1192608,4830,795,1
796,3,5,8,2689731,1173243,5224,796,4
797,3,0,7,2652822,1239308,4814,797,6
798,2,8,4,2694313,1169381,3953,798,8
799,230,1,0,2657501,1242652,8567,799,3
800,2,0,5,2625837,1242942,3628,800,5
801,230,0,9,2603723,1186361,4083,801,7
802,1,0,3,2661840,1160238,6021,802,4
803,2,4,5,2626582,1242454,5159,803,7
804,2,0,9,2697251,1249824,4891,804,8
805,10,4,0,2618428,1246891,6896,805,9
806,2,7,8,2686865,1184948,9656,806,2
807,3,1,0,2629345,1179414,4667,807,7
808,10,0,0,2692061,1210326,1271,808,3
809,230,2,9,2649624,1168825,8731,809,9
810,1,6,9,2679723,1192161,8475,810,2
811,2,7,2,2689207,1182001,8847,811,5
812,1,1,5,2607465,1209189,-957,812,6
813,3,2,8,2683184,1241755,101,813,0
814,230,5,5,2688703,1233856,7542,814,3
815,2,1,5,2617081,1211471,-341,815,1
816,3,3,3,2679744,1176306,5001,816,7
817,10,8,0,2651433,1193701,4634,817,3
818,10,9,7,2690462,1159285,8391,818,1
819,3,2,3,2649536,1191450,610,819,6
820,1,5,9,2662071,1158701,3769,820,1
821,3,0,9,2668817,1245555,-623,821,3
822,2,5,6,2613163,1225134,5698,822,3
823,230,5,7,2630288,1193618,6958,823,6
824,10,4,3,2652345,1207407,9782,824,9
825,2,6,8,2692803,1192426,4510,825,7
826,2,4,8,2619794,1195102,4557,826,4
827,10,5,1,2641211,1173804,3791,827,8
828,2,9,7,2613281,1221788,7703,828,4
829,3,3,7,2675424,1179218,4151,829,0
830,2,5,6,2687127,1200461,9320,830,5
831,10,4,6,2609533,1173314,-685,831,6
832,230,1,3,2656242,1222158,-246,832,0
833,10,7,4,2657517,1174829,5186,833,3
834,3,0,7,2606212,1159132,7158,834,5
835,2,1,7,2670533,1238738,7107,835,3
836,1,2,3,2697515,1154138,9778,836,2
837,1,7,1,2622026,1249015,-815,837,8
838,2,7,1,2621694,1222821,3779,838,8
839,3,4,5,2609248,1200370,930,839,2
840,230,0,1,2636992,1207347,5462,840,6
841,3,9,8,2668725,1171057,-271,841,7
842,10,5,6,2688267,1208073,8867,842,0
843,2,8,0,2612455,1194716,2465,843,8
844,2,1,4,2681038,1214014,5532,844,9
845,10,5,3,2680330,1232674,5002,845,8
846,2,9,7,2612409,1194240,-422,846,8
847,2,6,9,2601744,1192064,733,847,1
848,230,6,6,2660414,1200222,6676,848,3
849,1,5,2,2665987,1150914,7602,849,0
850,230,9,3,2633185,1195569,5162,850,4
851,230,4,3,2603169,1173567,5475,851,3
852,3,9,7,2609816,1161525,1322,852,8
853,1,1,9,2628768,1182062,-474,853,1
854,3,7,5,2685487,1159876,148,854,9
855,2,1,4,2672297,1161077,1825,855,2
856,1,4,4,2636988,1162173,9511,856,8
857,3,7,2,2608562,1204070,6229,857,1
858,10,5,4,2640578,1168284,-729,858,0
859,2,9,8,2638020,1203392,8586,859,0
860,1,4,6,2626920,1222435,364,860,7
861,2,5,3,2645421,1239157,-997,861,3
862,1,5,5,2678539,1156610,8541,862,8
863,1,2,2,2658195,1157223,2189,863,8
864,10,5,2,2628840,1170578,4618,864,9
865,10,1,8,2613049,1232665,1909,865,4
866,3,2,9,2671124,1171829,-905,866,2
867,3,0,3,2674004,1172648,313,867,2
868,3,2,2,2679016,1182088,4742,868,4
869,2,2,6,2685072,1197744,5769,869,6
870,3,3,4,2627201,1160739,5274,870,1
871,230,5,2,2681369,1220513,3050,871,7
872,230,2,9,2666384,1175758,7993,872,0
873,230,0,7,2685873,1166674,4115,873,1
874,10,7,4,2670916,1160237,8460,874,4
875,230,7,0,2690361,1200860,4621,875,4
876,230,8,1,2630284,1197779,1106,876,3
877,1,7,1,2632625,1195832,1820,877,3
878,1,1,2,2606181,1211695,7323,878,1
879,3,6,4,2638787,1191318,4079,879,8
880,1,1,3,2689129,1187105,2135,880,7
881,10,2,1,2620565,1176751,-889,881,7
882,10,0,3,2681552,1230881,4967,882,5
883,3,7,6,2649115,1241887,2288,883,2
884,3,0,1,2678385,1192367,4260,884,4
885,2,1,8,2612598,1216867,2432,885,1
886,10,2,0,2672075,1226025,1564,886,7
887,3,3,5,2656072,1169815,601,887,3
888,2,7,9,2616327,1177817,1728,888,7
889,10,0,9,2621660,1240836,4181,889,1
890,10,8,2,2646217,1157036,6470,890,9
891,1,1,3,2678585,1167336,633,891,9
892,230,6,3,2615343,1228139,3971,892,8
893,10,6,7,2632011,1209136,1181,893,0
894,10,7,6,2605880,1202399,8609,894,4
895,3,5,8,2648106,1186203,685,895,7
896,10,0,6,2636553,1167489,1054,896,0
897,230,2,1,2660966,1160172,5959,897,1
898,1,2,0,2655683,1225755,1583,898,2
899,3,5,9,2629313,1199344,9214,899,6
900,230,9,4,2637232,1236533,6199,900,1
901,1,5,9,2674739,1248711,1996,901,0
902,2,0,3,2633102,1227833,1324,902,0
903,1,0,1,2635400,1165748,205,903,8
904,230,4,4,2657032,1222654,-87,904,8
905,3,9,6,2685212,1245847,6598,905,2
906,230,8,4,2608756,1207699,9123,906,8
907,230,3,3,2607897,1239719,1585,907,6
908,230,1,6,2645678,1179470,5581,908,0
909,2,9,8,2667751,1191638,2667,909,8
910,2,3,2,2636993,1159919,3774,910,7
911,10,3,4,2604687,1160031,2470,911,7
912,1,7,5,2608965,1199372,7977,912,5
913,230,4,8,2613969,1170858,9477,913,8
914,230,3,9,2644074,1150224,7094,914,7
915,1,5,2,2671279,1160094,4048,915,9
916,2,1,6,2614749,1151062,9647,916,1
917,10,2,9,2620165,1197149,7812,917,4
918,10,7,8,2666454,1202323,5357,918,4
919,230,9,7,2676902,1203127,7201,919,4
920,3,7,4,2658243,1206767,2074,920,9
921,2,0,5,2651328,1199383,2033,921,5
922,1,0,0,2611454,1245912,4512,922,5
923,10,5,5,2699409,1165924,6044,923,9
924,1,7,6,2671395,1222172,6771,924,4
925,10,9,7,2666147,1242170,547,925,6
926,10,4,0,2602660,1164275,5724,926,9
927,3,6,2,2622609,1183891,9292,927,8
928,230,9,3,2699848,1203627,1355,928,9
929,2,4,3,2698102,1187328,6192,929,8
930,1,7,7,2625910,1197773,3083,930,2
931,230,5,0,2677023,1202035,8037,931,9
932,2,1,8,2685636,1222130,1556,932,9
933,1,0,9,2615898,1209803,3358,933,7
934,10,5,3,2680769,1153883,3132,934,3
935,230,5,0,2665323,1166036,3284,935,7
936,2,4,1,2612502,1214650,-315,936,3
937,10,3,5,2680113,1172890,231,937,1
938,1,7,0,2602780,1177382,3070,938,6
939,230,8,1,2662100,1228050,5053,939,6
940,230,8,1,2626716,1170119,6514,940,9
941,230,5,7,2688869,1176050,7466,941,5
942,10,1,7,2656705,1168755,3064,942,9
943,10,4,6,2691510,1155047,2963,943,8
944,10,9,0,2611783,1210726,2928,944,7
945,1,1,6,2646867,1184629,-329,945,9
946,230,4,4,2662597,1179441,8220,946,5
947,2,7,1,2628128,1217829,7395,947,4
948,3,6,6,2672706,1212345,7295,948,0
949,3,5,4,2677854,1175961,61,949,3
950,1,4,5,2633535,1214126,9988,950,8
951,10,0,3,2659214,1189559,8504,951,0
952,10,7,6,2699975,1180252,5874,952,5
953,1,2,6,2628898,1242557,4672,953,1
954,3,7,2,2619761,1235326,1727,954,1
955,230,6,5,2620799,1239244,2007,955,2
956,230,3,2,2628807,1227389,2524,956,8
957,10,2,4,2655029,1163996,5155,957,5
958,10,9,0,2699399,1178187,2775,958,1
959,1,8,7,2645901,1227647,3779,959,8
960,230,6,6,2601374,1205650,1311,960,0
961,10,5,8,2647771,1210899,4594,961,8
962,1,0,6,2638972,1200121,2619,962,9
963,1,5,5,2662737,1172658,9163,963,8
964,3,3,5,2615239,1159350,4438,964,6
965,230,3,0,2633056,1154337,9958,965,8
966,3,4,8,2604165,1162697,8749,966,5
967,3,5,6,2620352,1152012,446,967,2
968,10,8,4,2631409,1169316,9144,968,0
969,1,5,6,2662991,1232889,1457,969,1
970,10,7,7,2699330,1235762,6519,970,5
971,1,8,6,2664793,1203892,592,971,0
972,1,9,4,2626378,1192990,3878,972,7
973,2,8,2,2624907,1204417,-443,973,4
974,1,6,5,2657298,1249775,3670,974,2
975,10,7,4,2625798,1195671,3341,975,4
976,1,5,0,2618197,1163325,4820,976,9
977,230,5,4,2600662,1199377,8328,977,2
978,10,5,7,2616084,1223484,2363,978,9
979,1,1,3,2661006,1242387,6854,979,4
980,2,6,4,2664531,1226881,8626,980,2
981,3,0,2,2683220,1228171,7339,981,3
982,230,7,2,2673238,1185605,8526,982,6
983,230,8,4,2660850,1234577,3866,983,5
984,3,8,8,2697716,1165971,4905,984,4
985,3,0,2,2680741,1204143,429,985,5
986,10,8,0,2690330,1182672,-849,986,5
987,1,0,1,2649525,1199375,2204,987,7
988,10,6,0,2687507,1219777,7324,988,6
989,230,5,9,2620816,1176558,6671,989,0
990,3,8,8,2687312,1206247,9571,990,5
991,3,9,0,2629179,1154950,4891,991,5
992,3,7,2,2633866,1227477,-244,992,7
993,3,3,4,2687986,1203270,-279,993,1
994,3,9,6,2636781,1233287,9750,994,4
995,10,1,8,2640217,1247590,124,995,2
996,3,1,1,2610986,1164935,4702,996,6
997,1,8,0,2638947,1223899,9028,997,5
998,230,1,2,2632354,1158191,2248,998,2
999,10,9,6,2637896,1238906,3463,999,0
