HHNR,age,dl_car,dl_moto,park_work_car,park_work_moto,park_work_bike,work_home,work_home_perc,height,weight,rdist_sum,rdist_sum_Inland,n_stops,n_trips,travel_times,dist_softmodes,dist_car,dist_pt,dist_other,n_work_trips,n_edu_trips,n_shopping_trips,n_business_trips,n_leisure_trips,n_service_trips,job_x_CH1903,job_y_CH1903,hh_x_ch1903,hh_y_ch1903,hh_size,n_cars_hh,n_moto_hh,n_s_moto_hh,n_mopeds_hh,n_bike_hh,n_ebike_s_hh,n_ebike_f_hh,job_abroad,job_location_city,job_location_popsize_500000_plus,job_location_popsize_200000_500000,job_location_popsize_100000_200000,job_location_popsize_50000_100000,job_location_popsize_50000_minus,job_location_popsize_no_agglo,is_bike_avail,is_small_moped_avail,is_moped_avail,is_moto_avail,is_car_avail,work_sched_fully_fixed,work_sched_fixed_daily_blocks,work_sched_fixed_weekly_monthly,work_sched_fully_flex,ptsub_regional,ptsub_parcours,ptsub_other,ptsub_ht,ptsub_track_sev,ptsub_ga_first,ptsub_ga_second,can_walk_alone,single,married,widowed,divorced,registered_partnership,dissolved_partnership,male,self_employed_with_employees,self_employed_without_employees,employed_by_family,employee_management,employee_with_supervision,employee_without_supervision,compulsory_education,secondary_education,tertiary_education,full_time,part_time,swiss,hh_location_city,hh_location_popsize_500000_plus,hh_location_popsize_200000_500000,hh_location_popsize_100000_200000,hh_location_popsize_50000_100000,hh_location_popsize_50000_minus,hh_location_popsize_no_agglo,pt_access_A,pt_access_B,pt_access_C,pt_access_D,single_household,couple_without_children,couple_with_children,single_parent,non_family_household,hh_income_2000_minus,hh_income_2000_4000,hh_income_4000_6000,hh_income_6000_8000,hh_income_8000_10000,hh_income_10000_12000,hh_income_12000_14000,hh_income_14000_16000,hh_income_16000_plus,work_home_crow_dist,can_work_from_home
154724,57,1,1,1,0,0,3,-99,165,61,180.422753718484,180.422753718484,12,8,304,0.39275371848384,180.03,0.0,0.0,0,0,1,4,3,0,576903,175073,573698,162053,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13.408669769965998,0
154730,54,1,1,0,0,0,1,10,168,58,28.2882146011194,28.2882146011194,13,5,187,7.528214601119401,0.0,20.76,0.0,2,0,1,0,2,0,673527,249936,679448,250495,4,0,2,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.947328980307042,1
154731,48,1,1,1,0,0,1,10,177,74,31.0,31.0,9,5,78,7.9,0.0,23.1,0.0,3,0,1,0,1,0,707592,261711,695835,260390,5,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.830980094649808,1
154782,40,1,1,0,0,0,3,-99,157,48,6.642,6.642,6,6,55,2.0,4.642,0.0,0.0,2,0,0,0,0,4,499696,117653,498239,116995,4,4,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.5986910270593253,0
154786,64,1,1,1,0,0,1,75,176,75,18.08813,18.08813,5,3,180,9.1,8.98813,0.0,0.0,0,0,0,0,0,0,558141,146492,558141,146492,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
154863,45,1,0,1,0,0,3,-99,150,60,7.447999999999999,7.447999999999999,8,8,19,0.0,7.447999999999999,0.0,0.0,0,0,0,0,0,8,721129,77677,721718,79529,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.9434055160979655,0
154957,42,1,1,0,0,0,2,20,162,64,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,585032,220407,587389,222027,4,1,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.860043531137245,1
154962,24,0,0,0,0,0,3,-99,170,86,50.008531112382,19.5987831375557,6,4,106,2.20778313755566,17.391,0.0,0.0,0,0,0,0,4,0,504482,116387,497291,119571,4,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.8643713671214694,0
154969,29,1,0,0,0,0,3,-99,158,53,5.0074093344424,5.0074093344424,4,4,32,5.0074093344424,0.0,0.0,0.0,4,0,0,0,0,0,539127,181164,540091,181091,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9667600529604023,0
154992,53,1,0,0,0,0,2,10,164,85,2.0,2.0,2,2,8,2.0,0.0,0.0,0.0,0,0,0,0,2,0,499816,120041,498231,120681,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.709334665886116,1
155009,27,1,0,0,0,0,3,-99,185,77,103.044,103.044,20,11,310,3.7,99.344,0.0,0.0,0,0,1,3,5,2,613653,175441,613883,178531,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0985480470697886,0
155088,48,1,1,1,0,0,1,25,174,89,15.102,15.102,6,4,41,0.8,14.302,0.0,0.0,2,0,2,0,0,0,724434,258724,725889,259357,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5867306009527893,1
155130,28,1,0,0,0,0,2,50,177,65,147.692220708709,147.692220708709,6,4,274,104.637220708709,43.055,0.0,0.0,1,0,2,0,1,0,505999,137754,609970,191819,2,1,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,117.18785374773275,1
155189,56,1,0,1,0,0,3,-99,180,84,7.37,7.37,2,2,12,0.0,7.37,0.0,0.0,0,0,0,0,2,0,709461,268173,706782,268775,2,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.7458049821500436,0
155225,52,1,1,0,0,0,3,-99,187,100,20.58,20.58,7,7,49,0.0,20.58,0.0,0.0,2,0,3,0,0,2,615211,265002,614067,267410,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6659332324722613,0
155269,22,1,0,1,0,0,3,-99,176,100,33.3600778381381,33.3600778381381,9,8,170,3.1810778381380804,30.179,0.0,0.0,4,0,1,0,3,0,553694,148228,555051,146253,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.396262506487968,0
155380,51,1,1,1,0,0,3,-99,174,73,172.71400000000003,172.71400000000003,4,4,110,0.0,172.71400000000003,0.0,0.0,0,0,2,0,2,0,650934,240549,652463,249898,5,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.473206532109389,0
155393,31,0,0,0,0,0,3,-99,154,53,3.6,3.6,9,9,45,3.6,0.0,0.0,0.0,0,0,2,0,0,7,716305,94634,715977,96551,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.9448580925095793,0
155415,33,1,0,1,0,0,2,5,160,53,146.57695138256798,146.57695138256798,14,8,199,3.4859513825675803,99.097,43.994,0.0,3,0,0,0,5,0,611619,266254,630578,266880,2,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.969332012487946,1
155456,23,0,0,0,0,0,3,-99,170,64,66.4808052907164,66.4808052907164,5,4,80,0.0918052907163929,66.389,0.0,0.0,0,0,2,0,1,1,607683,227602,610215,224400,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.082135225589667,0
155580,61,1,1,1,0,0,3,-99,186,85,21.919,21.919,12,8,134,0.6,21.319000000000003,0.0,0.0,3,0,0,0,4,1,588503,222967,584428,219243,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.520308052998492,0
155600,57,1,0,0,0,0,3,-99,154,54,70.2771106080629,18.0971106080629,5,4,67,1.51811060806286,16.579,0.0,0.0,0,0,2,0,2,0,497450,115879,499503,118255,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.1400931514845225,0
155602,26,1,1,1,0,0,3,-99,185,85,32.763000000000005,32.763000000000005,4,4,50,0.0,32.763000000000005,0.0,0.0,2,0,0,0,2,0,564315,213721,558979,211906,5,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.636232873116581,0
155664,52,1,0,0,0,0,3,-99,184,77,210.558715763519,210.558715763519,8,2,210,5.590715763518981,0.0,204.968,0.0,2,0,0,0,0,0,599136,199745,609561,266585,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,67.64810584931408,0
155762,51,1,0,1,0,0,3,-99,162,68,8.825,8.825,5,5,38,2.0,6.825,0.0,0.0,4,0,1,0,0,0,682390,212942,684165,210922,3,2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.6890565259956882,0
155768,57,0,0,0,0,0,1,50,174,70,474.059940271002,16.9189785653698,3,1,32,0.695116187184346,0.0,16.2238623781855,0.0,0,0,1,0,0,0,610634,268227,609935,266045,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.29122783677224,1
155901,41,1,1,1,0,0,2,5,180,70,15.837668551182,15.837668551182,11,5,95,3.54866855118202,7.091,5.198,0.0,0,0,1,0,4,0,559045,203425,558632,203547,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.43064254318401934,1
155907,81,1,0,1,0,0,1,-99,182,74,56.882,56.882,8,6,120,1.9,54.982,0.0,0.0,0,0,1,0,4,1,701204,117730,701204,117730,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1
155962,32,1,0,0,0,0,3,-99,178,55,18.6264,18.6264,10,4,120,5.0,0.0,13.6264,0.0,2,0,0,0,2,0,683588,247050,678243,249132,3,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.736178954670086,0
156111,61,1,1,0,0,0,3,-99,175,68,45.0,45.0,1,1,150,45.0,0.0,0.0,0.0,0,0,0,0,1,0,538144,152447,529620,167671,3,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17.447886748830072,0
156355,40,1,1,1,0,0,3,-99,176,80,10.946,10.946,2,2,20,0.0,10.946,0.0,0.0,0,0,2,0,0,0,567865,255332,576738,252581,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.289678681203133,0
156362,62,1,1,1,0,0,3,-99,166,54,4.51,4.51,4,4,8,0.0,4.51,0.0,0.0,2,0,0,0,2,0,576293,250410,575387,250774,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9763872182694733,0
156375,49,1,1,1,0,0,1,5,192,93,47.685,47.685,7,7,103,14.2,33.485,0.0,0.0,3,0,0,3,0,1,783799,150821,786363,156628,5,2,0,0,0,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.347861450914,1
156432,46,1,0,1,0,0,3,-99,172,60,18.294,18.294,8,8,60,0.0,18.294,0.0,0.0,3,0,1,0,1,3,539241,150953,541485,152523,4,2,0,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.738692388714001,0
156452,37,0,0,0,0,0,1,60,177,110,12.6662656924345,12.6662656924345,13,5,101,1.63926569243454,0.0,11.027,0.0,0,0,1,0,2,0,611979,265589,609617,262943,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.546880319379271,1
156480,64,1,0,1,0,0,3,-99,162,77,13.371,13.371,4,4,26,0.0,13.371,0.0,0.0,0,0,2,0,0,2,619083,263246,610517,265698,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.91003142530934,0
156537,54,1,0,1,0,0,3,-99,160,80,24.372,24.372,3,3,31,0.0,24.372,0.0,0.0,2,0,1,0,0,0,588762,242217,582440,243190,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.396437524122314,0
156565,47,1,0,1,0,0,1,10,180,75,9.8,9.8,8,8,175,9.8,0.0,0.0,0.0,0,0,2,0,6,0,611949,266761,626800,266481,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14.853639318362351,1
156566,38,1,0,1,0,0,3,-99,172,60,4.831,4.831,8,4,60,1.4,1.673,1.758,0.0,0,0,2,0,2,0,669933,246773,668634,244784,4,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.375609816447137,0
156602,46,1,1,1,0,0,3,-99,170,80,85.0642899012716,85.0642899012716,5,4,103,2.49054822881052,79.848,2.7257416724610697,0.0,2,0,0,0,2,0,533446,152504,560575,142400,4,2,20,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28.949498389436734,0
156625,60,1,0,1,0,0,3,-99,180,73,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,663733,194765,670612,201767,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.81573456242578,0
156677,60,1,1,0,0,0,1,0,181,80,8.738,8.738,3,3,17,0.0,8.738,0.0,0.0,0,0,2,0,1,0,785855,154076,785461,153673,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5636000354861593,1
156683,25,1,0,1,0,0,3,-99,163,100,3.0,3.0,1,1,60,3.0,0.0,0.0,0.0,0,0,0,0,1,0,683202,248551,725478,239223,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,43.2928603813608,0
156731,55,1,0,1,0,0,1,0,172,76,45.38,45.38,2,2,55,0.0,45.38,0.0,0.0,2,0,0,0,0,0,539364,151830,523190,154789,4,2,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16.44244376605862,1
156779,56,1,0,1,0,0,1,100,167,54,901.196596059779,120.748,4,3,162,2.5,12.228,106.02,0.0,0,0,0,0,1,2,685705,245610,685705,245610,2,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1
156797,61,1,0,0,0,0,3,-99,169,53,118.22220208202,118.22220208202,12,2,185,0.44120208201972,0.0,117.781,0.0,2,0,0,0,0,0,683022,247367,665248,211041,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40.44123331452689,0
156800,42,1,0,1,0,0,3,-99,171,85,6.77,6.77,8,2,66,0.6,0.0,6.17,0.0,2,0,0,0,0,0,682104,226119,681478,223452,4,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.7394826153856133,0
156928,38,1,0,1,0,0,1,30,173,86,5.37,5.37,3,3,149,1.5,3.87,0.0,0.0,2,0,0,0,1,0,576160,197838,574874,196658,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.7453354978341555,1
156980,41,1,0,0,0,0,2,5,172,55,45.0,45.0,2,2,119,45.0,0.0,0.0,0.0,0,0,0,0,2,0,677100,227199,675299,228138,5,2,0,0,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.031088870532257,1
157016,31,1,0,1,0,0,3,-99,187,84,31.482,31.482,5,5,45,0.0,31.482,0.0,0.0,2,0,1,0,2,0,701613,228809,698803,228212,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.872718050905797,0
157100,50,1,0,1,0,0,3,-99,152,57,25.858,25.858,5,5,36,0.0,25.858,0.0,0.0,0,0,4,0,1,0,606567,229136,612977,227438,3,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.631086185535519,0
157154,61,1,0,1,0,0,3,-99,162,69,129.529,129.529,6,6,230,0.0,129.529,0.0,0.0,0,0,0,0,6,0,686549,256923,686468,265250,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.327393950090269,0
157165,60,1,0,1,0,0,3,-99,190,95,317.427605631702,188.393,1,1,95,0.0,188.393,0.0,0.0,0,0,1,0,0,0,538509,152018,538705,181627,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29.609648714566,0
