HHNR,hhtyp,W_OeV_KLASSE,W_BFS,W_X,W_Y,F20601,hhgr,f30100
605,3,0,6,2682735,1230426,-290,605,6
606,1,8,0,2616175,1169529,1243,606,4
607,230,9,0,2644557,1191853,8073,607,7
608,1,0,6,2690237,1219248,5641,608,6
609,230,0,0,2658714,1184634,8325,609,2
610,1,2,1,2654159,1232454,-76,610,2
611,230,2,0,2672776,1193271,3172,611,8
612,2,9,7,2621616,1235483,-819,612,8
613,3,7,8,2630134,1228855,7313,613,7
614,10,5,1,2683931,1167913,3570,614,6
615,1,7,4,2661512,1241020,3484,615,7
616,230,9,8,2635875,1184099,5018,616,4
617,2,5,8,2636017,1193167,1184,617,0
618,2,8,9,2616916,1200875,6489,618,0
619,10,2,7,2632513,1239044,4975,619,4
620,1,1,7,2630851,1249902,7236,620,2
621,1,6,4,2645480,1249252,2993,621,6
622,3,0,2,2601081,1240218,-522,622,9
623,1,9,4,2661119,1159689,4251,623,1
624,10,6,2,2609262,1247993,1559,624,0
625,3,9,6,2695208,1207125,1829,625,2
626,3,0,5,2682583,1152933,6067,626,9
627,2,1,9,2651210,1228652,4030,627,0
628,230,4,1,2699487,1174970,7688,628,1
629,230,4,5,2676354,1194183,-90,629,1
630,230,8,6,2674904,1205174,3740,630,8
631,3,3,6,2644232,1245936,6818,631,3
632,230,9,8,2683088,1218122,-895,632,1
633,230,9,1,2658335,1245564,3978,633,8
634,10,4,9,2651946,1176210,6997,634,4
635,2,8,9,2698995,1181842,9735,635,0
636,3,6,9,2617907,1237043,6773,636,9
637,1,4,4,2666405,1178030,8911,637,8
638,2,7,3,2610659,1176566,4777,638,2
639,1,4,6,2676111,1211327,5492,639,7
640,230,5,4,2649492,1229208,1862,640,8
641,3,5,0,2641001,1169585,3022,641,9
642,1,2,6,2687647,1232957,-592,642,4
643,230,5,7,2615446,1168215,8504,643,9
644,230,0,1,2695037,1180364,6167,644,7
645,2,5,0,2696904,1150312,3258,645,1
646,3,4,0,2687348,1230936,3240,646,3
647,1,4,2,2658340,1234897,2252,647,9
648,1,6,8,2681357,1208471,7412,648,3
649,2,8,0,2630588,1231835,5324,649,2
650,2,4,5,2697774,1249973,7131,650,8
651,2,0,1,2619183,1228343,6984,651,4
652,10,6,1,2683536,1207610,9009,652,9
653,3,6,1,2625247,1166832,3971,653,0
654,230,1,2,2630073,1198675,7607,654,4
655,2,9,5,2666664,1216447,7258,655,7
656,1,6,3,2607825,1218743,5009,656,4
657,3,5,4,2663038,1190791,-183,657,9
658,1,7,0,2660160,1159234,1692,658,6
659,1,0,8,2621892,1220331,7175,659,0
660,10,9,7,2677249,1175130,8264,660,9
661,230,9,7,2686336,1156698,-127,661,2
662,1,0,5,2673616,1185035,-413,662,2
663,10,6,0,2609310,1171584,9864,663,7
664,230,0,2,2633472,1248609,5987,664,2
665,230,8,6,2643263,1168010,3848,665,8
666,1,7,8,2681574,1189226,-334,666,6
667,3,1,2,2604544,1235887,9461,667,9
668,3,2,8,2695930,1237460,7330,668,9
669,230,0,5,2687082,1246442,262,669,5
670,10,4,8,2697965,1167969,7520,670,9
671,2,1,0,2699787,1164075,3964,671,3
672,10,8,5,2645584,1150422,9714,672,0
673,2,9,2,2646438,1244194,8844,673,9
674,3,9,1,2637927,1237445,7086,674,8
675,1,7,1,2681349,1150972,3992,675,4
676,2,8,1,2653436,1190192,8321,676,0
677,230,3,0,2628930,1164813,3347,677,5
678,10,7,0,2699209,1167211,1159,678,5
679,10,6,1,2606156,1171539,9721,679,3
680,2,0,9,2676406,1172276,4491,680,9
681,3,3,0,2632660,1194584,2077,681,4
682,230,9,4,2610868,1168034,-993,682,5
683,10,2,1,2638602,1186164,7658,683,0
684,10,7,6,2613514,1234740,-696,684,6
685,3,6,5,2617564,1150718,4804,685,8
686,230,0,9,2693819,1235591,5464,686,6
687,3,5,8,2639743,1175588,1842,687,9
688,230,0,5,2648932,1216617,4563,688,8
689,2,0,3,2628051,1152532,9877,689,4
690,10,3,1,2610635,1156295,7991,690,7
691,1,1,9,2601601,1199624,6315,691,2
692,10,0,2,2612469,1224098,1733,692,6
693,3,2,3,2685693,1187607,5197,693,5
694,230,1,6,2697462,1174166,3067,694,7
695,1,4,0,2687197,1174572,2357,695,2
696,230,7,1,2682695,1236556,2305,696,0
697,3,2,0,2614402,1245758,4608,697,0
698,230,4,2,2675910,1217345,3613,698,1
699,230,6,4,2629716,1206846,1271,699,8
700,3,4,4,2636601,1207485,3298,700,5
701,230,6,6,2609232,1235761,1760,701,5
702,230,7,0,2696259,1232681,284,702,6
703,1,9,9,2656586,1205368,1671,703,7
704,3,5,1,2699969,1232389,814,704,7
705,10,7,4,2608804,1167821,7273,705,5
706,2,3,1,2628223,1194999,8497,706,6
707,230,6,0,2630202,1172265,7442,707,6
708,2,7,1,2608502,1199639,3147,708,2
709,2,7,1,2641347,1193060,5945,709,7
710,10,1,9,2685505,1224458,3359,710,7
711,230,9,1,2661606,1154846,7147,711,8
712,230,9,1,2695599,1191031,6537,712,7
713,10,9,3,2639626,1215395,4553,713,9
714,2,9,6,2681238,1227651,8559,714,4
715,3,5,6,2660435,1218591,3999,715,7
716,10,4,4,2652377,1159145,9043,716,4
717,1,7,3,2677862,1198245,9770,717,1
718,2,1,1,2639860,1168582,5229,718,0
719,2,5,7,2600108,1225813,9642,719,1
720,230,7,7,2675580,1190152,7215,720,5
721,1,3,4,2618874,1241428,9885,721,8
722,10,9,9,2647485,1188627,441,722,3
723,3,2,2,2635046,1179900,6777,723,4
724,1,0,4,2646889,1197178,5770,724,7
725,230,4,7,2619478,1197029,4423,725,8
726,1,8,8,2637206,1159716,5160,726,3
727,2,8,3,2699489,1168556,7212,727,5
728,230,3,7,2633655,1171570,8297,728,7
729,10,2,1,2606301,1227477,7603,729,8
730,3,0,4,2641234,1186439,6787,730,2
731,3,7,1,2604602,1209591,2746,731,9
732,230,4,4,2661712,1206152,5859,732,8
733,1,5,5,2684275,1210170,2621,733,1
734,10,2,4,2639503,1164555,2380,734,0
735,230,4,4,2649528,1205042,721,735,3
736,2,9,0,2655926,1201782,5133,736,1
737,3,9,0,2655826,1185831,4513,737,6
738,1,4,9,2636840,1158195,9693,738,9
739,1,0,1,2653633,1174211,6819,739,2
740,10,5,8,2605350,1201354,1855,740,7
741,230,3,8,2665239,1222749,-846,741,5
742,230,1,8,2680507,1163928,4938,742,8
743,10,3,2,2631557,1245034,9363,743,7
744,230,8,7,2637782,1198890,5176,744,5
745,1,6,6,2608182,1209152,3146,745,8
746,3,1,8,2635904,1200303,1600,746,6
747,1,0,4,2694766,1224040,-886,747,6
748,10,1,9,2680563,1173471,5502,748,9
749,1,8,4,2650829,1198298,1054,749,7
750,2,0,4,2667173,1168385,4991,750,5
751,2,0,0,2676077,1209900,7708,751,3
752,1,5,4,2625053,1196322,2159,752,6
753,2,6,2,2678401,1218520,191,753,8
754,2,8,6,2695630,1221343,1204,754,3
755,10,5,5,2656049,1237083,458,755,1
756,3,5,4,2691604,1163269,7311,756,0
757,10,4,9,2631975,1208301,5787,757,5
758,1,5,9,2663165,1227653,2887,758,9
759,3,8,2,2643246,1190985,-707,759,9
760,10,5,4,2637044,1186468,8865,760,9
761,1,6,8,2692623,1248178,8473,761,6
762,1,6,8,2641303,1199275,1710,762,2
763,2,0,9,2696934,1233588,9920,763,1
764,1,9,6,2691402,1185649,6006,764,0
765,2,1,8,2695496,1246472,933,765,4
766,230,3,1,2634360,1153929,6662,766,8
767,2,4,3,2629119,1173237,4917,767,5
768,230,8,0,2601566,1157994,836,768,0
769,2,2,5,2692853,1229994,9861,769,6
770,10,2,5,2609388,1206385,-855,770,5
771,2,9,6,2607864,1162085,9733,771,9
772,2,9,9,2606086,1230048,7722,772,5
773,1,5,4,2641550,1216892,7564,773,8
774,2,5,2,2623094,1190678,6881,774,1
775,1,0,1,2630492,1193311,6810,775,4
776,10,2,2,2694292,1158455,8054,776,0
777,1,1,3,2620224,1198610,7687,777,4
778,2,0,4,2643026,1223117,2734,778,1
779,10,1,3,2637117,1221120,-719,779,0
780,230,4,0,2670200,1201571,-514,780,0
781,230,6,6,2637518,1203651,7530,781,2
782,1,2,3,2621283,1161999,5858,782,7
783,3,9,1,2694022,1230166,3613,783,9
784,1,0,9,2685294,1162260,2377,784,0
785,2,8,8,2643743,1163267,4569,785,2
786,3,1,9,2684324,1233262,6818,786,1
787,3,2,8,2625595,1202333,5505,787,8
788,230,2,1,2625550,1219730,5269,788,6
789,2,0,3,2650794,1198306,42,789,1
790,10,1,3,2681305,1213328,5485,790,2
791,2,3,6,2691989,1206220,6677,791,8
792,230,2,8,2643543,1227356,3868,792,7
793,2,2,1,2672984,1179308,6736,793,1
794,230,4,5,2620777,1221911,970,794,6
795,1,6,8,2662601,1230927,-927,795,2
796,10,9,9,2698662,1228967,476,796,8
797,1,7,3,2638268,1158115,3022,797,0
798,3,7,5,2666740,1189513,6051,798,2
799,1,1,2,2623513,1249375,255,799,3
800,10,1,2,2616299,1181041,7608,800,8
801,230,1,2,2639993,1204089,4855,801,4
802,2,1,3,2619827,1236846,1825,802,4
803,10,0,7,2602266,1157297,7582,803,2
804,1,0,8,2670626,1219822,2116,804,2
805,3,3,9,2609082,1175247,2164,805,1
806,1,4,0,2621917,1226346,-382,806,6
807,230,2,1,2687512,1176818,6217,807,6
808,2,7,5,2642856,1219753,1934,808,7
809,3,0,7,2605017,1208213,6074,809,3
810,3,5,4,2676647,1208025,4051,810,2
811,2,9,9,2694424,1224828,7731,811,2
812,2,8,6,2674807,1210715,-914,812,1
813,1,6,7,2675135,1206832,5068,813,9
814,3,8,1,2619448,1235459,994,814,0
815,10,3,0,2626525,1168749,8370,815,6
816,3,5,8,2662140,1180679,8707,816,2
817,10,3,7,2616523,1230219,1944,817,7
818,10,5,7,2649671,1210620,7012,818,2
819,1,8,5,2696309,1240050,1641,819,9
820,2,0,4,2684266,1216337,4323,820,4
821,3,2,1,2680888,1212522,63,821,9
822,230,9,9,2617856,1166926,9172,822,3
823,10,0,6,2639130,1189693,6807,823,8
824,2,7,3,2658377,1240994,1133,824,9
825,10,4,6,2626767,1189312,5605,825,8
826,230,7,5,2687797,1195757,3402,826,6
827,1,2,8,2699201,1212247,622,827,1
828,3,2,5,2653198,1239157,5013,828,8
829,2,8,3,2688285,1188836,5665,829,6
830,2,0,5,2651569,1219873,8499,830,8
831,230,4,6,2625820,1201011,5175,831,4
832,2,5,6,2684351,1183671,-582,832,6
833,230,8,0,2609533,1230343,-992,833,0
834,230,9,9,2664186,1237261,-699,834,7
835,10,7,4,2654602,1204312,4586,835,5
836,3,0,2,2666645,1151317,3685,836,8
837,1,8,8,2654454,1195472,1563,837,1
838,1,5,7,2696718,1210113,9185,838,1
839,2,6,9,2698571,1196091,4220,839,9
840,230,5,9,2627066,1185890,-306,840,7
841,1,1,5,2649935,1239754,2830,841,0
842,10,2,6,2639189,1246939,7471,842,4
843,1,2,7,2698135,1197076,-468,843,8
844,10,3,3,2630362,1196997,2625,844,9
845,3,8,7,2630774,1249781,-340,845,9
846,230,7,7,2662288,1187666,8048,846,1
847,2,5,3,2688702,1240377,8395,847,9
848,2,4,4,2696782,1181260,-218,848,8
849,3,7,2,2687380,1182133,1723,849,6
850,230,5,4,2638642,1245959,9548,850,5
851,1,5,6,2670833,1174483,7430,851,7
852,10,1,8,2664220,1156500,2730,852,0
853,10,9,4,2648249,1231721,3602,853,9
854,10,9,8,2646910,1219817,-659,854,4
855,10,8,0,2684832,1173269,7873,855,2
856,10,8,8,2638476,1155827,5255,856,9
857,2,8,2,2686081,1249314,-115,857,6
858,230,9,4,2658139,1215745,9668,858,3
859,3,1,9,2650043,1185775,6260,859,7
860,3,8,4,2634690,1213897,8232,860,9
861,10,1,1,2687864,1230771,4004,861,2
862,10,2,1,2600028,1171861,646,862,7
863,3,9,5,2677054,1220091,2346,863,9
864,10,3,5,2600462,1188935,1244,864,4
865,2,1,4,2655627,1178237,343,865,9
866,1,2,8,2670078,1150753,9116,866,8
867,1,7,7,2660462,1185930,3248,867,2
868,2,7,2,2659274,1174908,848,868,9
869,230,7,4,2687653,1174853,6404,869,3
870,230,2,2,2648356,1195883,319,870,6
871,2,4,3,2665391,1235003,4442,871,1
872,230,3,9,2607134,1211103,6328,872,5
873,3,0,1,2668504,1231820,1911,873,2
874,1,8,8,2696914,1158105,3557,874,8
875,230,3,4,2602873,1245460,8024,875,9
876,230,3,9,2618701,1166877,304,876,1
877,2,4,9,2697236,1227536,-462,877,6
878,2,9,8,2636178,1184854,6594,878,9
879,3,7,7,2671692,1182626,1048,879,9
880,1,4,4,2606692,1204577,441,880,0
881,1,0,0,2618303,1171963,2708,881,0
882,1,4,2,2645538,1177762,9587,882,7
883,1,1,4,2695178,1239430,7549,883,3
884,10,7,5,2612024,1244757,1740,884,9
885,10,9,2,2681559,1177756,3784,885,0
886,10,6,3,2664878,1204655,390,886,6
887,230,2,9,2699645,1194804,5155,887,0
888,2,3,7,2624136,1173985,5560,888,7
889,230,4,4,2651442,1179172,4709,889,6
890,1,9,8,2654935,1179084,1742,890,9
891,3,5,7,2697010,1183462,3632,891,0
892,230,1,6,2655765,1191788,4459,892,0
893,230,6,7,2621490,1172183,6406,893,9
894,3,0,2,2677415,1197607,4748,894,5
895,230,7,8,2646550,1246018,5220,895,4
896,230,9,9,2651401,1198868,1359,896,0
897,10,4,6,2632394,1192296,3431,897,0
898,2,9,1,2651903,1152706,315,898,6
899,2,9,0,2630447,1158341,5274,899,9
900,3,8,4,2680839,1199528,7363,900,7
901,1,4,5,2600209,1184028,-4,901,4
902,3,0,1,2663057,1193577,6842,902,0
903,10,3,3,2676141,1183632,4024,903,7
904,2,5,5,2614031,1216306,3686,904,0
905,3,4,9,2682209,1235279,-702,905,5
906,1,0,3,2613047,1184430,127,906,4
907,10,7,1,2683258,1190120,5854,907,0
908,2,2,6,2652264,1238201,1422,908,1
909,230,4,6,2650472,1219248,-378,909,3
910,3,4,5,2650134,1204519,4621,910,9
911,2,3,3,2660345,1164183,9956,911,4
912,2,0,0,2602108,1247338,9173,912,5
913,230,0,6,2631837,1246751,4178,913,4
914,1,9,9,2698982,1177119,8759,914,1
915,10,7,7,2686475,1210981,35,915,7
916,10,7,0,2616417,1242633,3584,916,9
917,2,3,0,2657147,1221889,3507,917,9
918,2,9,0,2667797,1151416,5292,918,0
919,230,9,5,2614425,1225027,597,919,6
920,2,6,9,2646101,1208056,1718,920,1
921,3,2,3,2670573,1195262,2981,921,6
922,10,8,6,2615164,1169863,8954,922,2
923,2,9,3,2664065,1196332,8148,923,5
924,3,3,1,2647924,1164107,3346,924,4
925,230,0,0,2621226,1175187,2372,925,4
926,10,2,2,2677848,1157712,6175,926,7
927,1,4,5,2683104,1206232,-458,927,0
928,230,2,9,2692762,1153264,9646,928,2
929,3,9,1,2638086,1204712,8092,929,6
930,230,4,2,2627867,1215296,1112,930,2
931,10,9,9,2607871,1201380,6462,931,4
932,230,1,7,2631525,1201944,2088,932,7
933,2,6,6,2670818,1158097,3333,933,0
934,2,6,3,2627782,1156686,3090,934,1
935,230,7,3,2604866,1177141,8780,935,7
936,10,7,4,2695905,1152168,790,936,4
937,3,8,7,2650483,1153973,8202,937,2
938,3,3,1,2680272,1212963,8259,938,5
939,2,5,3,2680653,1229107,-697,939,4
940,2,5,5,2616719,1237661,7316,940,9
941,230,4,6,2661011,1200829,-674,941,0
942,230,3,6,2674399,1225249,6498,942,8
943,2,8,4,2626728,1249518,9078,943,4
944,10,8,0,2649236,1175093,4326,944,8
945,10,4,8,2673988,1190368,9898,945,2
946,10,0,6,2673062,1223186,9849,946,7
947,2,2,4,2654405,1177500,4343,947,6
948,230,4,0,2669900,1217248,7541,948,5
949,3,6,5,2628306,1207861,-949,949,9
950,10,1,3,2614673,1177253,172,950,3
951,3,3,6,2654675,1241664,4055,951,3
952,1,5,9,2699355,1200846,9483,952,4
953,2,7,3,2650381,1189394,4665,953,7
954,1,2,2,2653756,1203613,7624,954,0
955,3,1,3,2636515,1163502,1087,955,1
956,2,3,9,2652343,1242796,8159,956,3
957,230,4,4,2659187,1214284,4039,957,7
958,1,7,0,2614056,1233854,5810,958,4
959,2,2,2,2652464,1192807,5459,959,2
960,1,9,5,2671285,1207059,2601,960,6
961,1,4,9,2652934,1244077,1892,961,3
962,2,1,7,2674993,1176393,1492,962,5
963,230,3,5,2668370,1200721,7969,963,5
964,10,9,9,2667065,1236385,8276,964,1
965,10,6,7,2692422,1242050,858,965,1
966,2,9,1,2621776,1186029,-583,966,3
967,3,9,9,2662383,1184475,5450,967,1
968,230,2,2,2699994,1173207,8771,968,2
969,230,3,2,2664113,1248469,9027,969,7
970,230,7,8,2660071,1239988,2419,970,8
971,10,8,2,2651004,1182391,8668,971,9
972,10,6,2,2600096,1228851,8843,972,7
973,3,7,4,2645943,1163929,1480,973,5
974,230,1,2,2660312,1198723,7215,974,4
975,2,1,1,2698264,1201357,4381,975,6
976,230,7,2,2664893,1191409,3297,976,6
977,3,7,6,2676665,1179220,3109,977,0
978,1,5,0,2697011,1194643,618,978,3
979,230,5,8,2611686,1225731,383,979,7
980,230,8,5,2616038,1226031,9073,980,3
981,230,2,5,2668970,1161690,8087,981,6
982,3,7,5,2692140,1184874,4082,982,7
983,230,1,8,2655462,1196378,6683,983,1
984,230,0,8,2690593,1211957,1503,984,2
985,230,0,1,2661845,1154125,1480,985,0
986,2,5,2,2672964,1211755,5657,986,9
987,2,9,7,2658165,1221026,7300,987,1
988,10,2,8,2655944,1169109,3645,988,7
989,10,8,2,2602941,1168678,4035,989,4
990,10,1,1,2646182,1194295,9645,990,3
991,3,0,1,2698615,1247030,9100,991,2
992,230,7,9,2637850,1224022,5805,992,8
993,1,2,1,2654895,1163899,1173,993,9
994,10,3,9,2618345,1219094,5969,994,8
995,3,6,8,2674350,1171931,2621,995,2
996,3,3,5,2606494,1187526,3101,996,1
997,10,4,9,2659329,1192047,9607,997,5
998,1,9,9,2680418,1245232,1050,998,4
999,10,1,6,2637572,1186467,4765,999,8
